,A,B,C,D,E,F
46,-2.0,0.01262857725422037,-0.7645087810182493,-1.1706616612674794,-0.3529428529426061,0.2072697180569315
47,-2.0,12.381850613144081,0.1810482102658583,-6.11980564929404,-0.3941263455118861,0.478390080181116
48,-2.0,31.56740501667882,-1.9386207805793512,1.2776737738190667,-1.2293460596164762,-0.9789452593730078
49,-2.0,0.08012658685734207,-0.6829906361816722,-0.6837581957701171,-2.056897505175038,1.909749262469183
50,-2.0,0.04442610019118482,0.7469325647557659,-8.812904241277941,2.8178224150555926,-2.063621311655219
51,-2.0,0.1897202962416057,-0.07406939697927052,-8.435177898200648,-2.026975104216732,1.8282364123624
52,-2.0,7.884426412135232,0.07106850719206884,3.1819918122223916,-2.9235461831443255,2.7464142496459494
53,-2.0,0.9975998369464858,-5.267979205130196,1.7972236051493335,-2.0453317871769117,-3.206281746463334
54,-2.0,0.5631340673128283,0.7201257433577619,-1.9790397775812907,-2.809592889091511,4.018758127740952
55,-2.0,10.89536829852187,0.31875675954210203,-3.1414820654627826,-1.0527714746538321,2.0088280918784873
56,-2.0,0.455255448855218,-0.5053529784756641,-0.587802351391742,0.043541699392615096,-0.8814783864784574
57,-2.0,3.527190761828354,0.6201547010665087,0.6879942218641155,-2.099788720762781,2.924622430694467
58,-2.0,0.7725140167768324,-3.4478064488778872,1.364401772907827,-1.1357396707977654,-2.510062435224635
59,-2.0,0.3727550178448025,1.8262770064844915,1.2642761364289663,-1.8656868781422293,3.616834477562424
60,-2.0,2.267888057384774,0.18780896278879478,1.1750422141836028,-1.291746975843985,1.3173113014379076
61,-2.0,0.005779688468888481,-0.9936565301735168,0.3761509021429219,-0.9906328141390585,-0.3323100842624925
62,-2.0,25.293769098882205,-1.30308322265538,1.7733866952815802,-1.8008454002486451,0.6643055093104202
63,-2.0,0.9525335591327276,-0.26910038400260056,3.012645263687797,-2.684714436324023,1.92063148354845
64,-2.0,13.273216674607994,0.17030871999162234,-3.1430375922118152,-0.9029473014351476,0.9988162611789086
65,-2.0,0.03355340016502092,2.7731715079107055,1.820562071678013,-1.804583407110727,4.710396179551766
66,-2.0,3.6873623032896745,-2.429837183462654,-5.165977319806234,-2.388225238375982,-0.26136053971572304
67,-2.0,0.0011266059276682804,-0.3142641036186434,2.7862341625426184,-2.734546710639148,2.176533835861161
68,-2.0,12.756226767521003,-0.491317461857913,-5.263312981430258,-1.4787256941633853,1.1408032320427315
69,-2.0,7.580489719088473,-0.3876022789621083,0.6484008588410206,-2.5116424379086495,2.0728088089337864
70,-2.0,2.394535953387501,1.4037094595045727,-1.8106649927868252,-2.409263161686674,3.680268711915248
71,-2.0,0.0008608055066278838,0.8825464477569503,-5.355481151168194,-0.31430931467035284,0.8363447357810261
72,-2.0,0.07588139944534968,0.8631548758421759,1.001937353867863,-1.2725847469766083,2.5670456822597325
73,-2.0,7.651647144425187,0.024835943958856656,-6.347204433838534,-1.3432460592162978,1.3059048396492239
74,-2.0,14.907087716391398,0.15268429518303758,-6.379934195970219,-2.1487611975345824,2.3974967800663567
75,-2.0,22.817469031747812,1.198874857016801,-1.066999266546154,-0.755329424314161,2.0384880936974668
76,-2.0,16.75377795309908,0.29409082401608017,-3.5646437501779964,0.8959488615708481,-0.7991639123778405
77,-2.0,3.702074077402773,-0.3940818431983356,-1.022963868208186,0.7638790660528231,-1.2280846261003615
78,-2.0,0.7236308924916601,0.5148645809907608,-2.944262582936693,-1.9546036814794596,2.064836810908934
79,-2.0,1.3316258401201575,1.4250479189468575,2.40398570361738,-2.2849476585136492,3.7105162693478384
80,-2.0,0.08105063581050145,0.5772334011794448,-7.031899752958919,-0.02772788139534499,0.5966390409349973
81,-2.0,9.909042089241519,-0.35930216295641704,0.7820770877357802,-1.069876129360094,0.42682404181787514
82,-2.0,0.27115181196272636,1.8167950051714252,-1.2878744979186827,-1.3220490689285942,3.3231246859045576
83,-2.0,5.795096349902915,-0.8777547781380987,-8.598206123050808,1.926770784492209,-2.640096335552582
84,-2.0,1.8632650915421036,-2.4456906434061962,1.2628218638644666,-1.350135122329002,-1.1641425020665273
85,-2.0,13.040865769946548,0.7831600858840073,-5.637460294570615,1.0216364846301476,-0.6305921674485793
86,-2.0,2.6573157322705825,-1.366727873442564,-1.0807237885743644,-0.5868256568745324,-0.9177105604930801
87,-2.0,1.3185518868737987,0.29955826796402807,-1.6805104352561084,-1.680404408936794,2.0982678112250097
88,-2.0,0.9382214970375208,0.2367941042239262,-3.501770793277859,-2.2321843900708687,2.627975122067527
89,-2.0,3.376093307289975,0.6298306021571272,0.7490712638911619,-0.4487961392838187,0.986107639315825
90,-2.0,2.5131008475290653,0.7143995239306143,-0.9778995522259324,-2.64378830790436,3.269340210388881
91,-2.0,0.006532304114135982,0.8809190850554744,-2.0753593352021316,-1.0192073232029468,1.808227297306893
92,-2.0,11.872786337231606,3.0092258920897916,-0.9188663202140384,-1.5482005274756903,4.720864285181749
93,-2.0,0.09827454746906368,2.73046909411262,1.416799558184271,-3.1375383168650517,5.814087898087644
94,-2.0,0.06686278536358697,-1.6305684061754129,-0.7306927897497317,-2.050933647706826,0.5521450263661362
95,-2.0,5.008928561188127,-1.198178194689058,2.4420188050628164,-2.4479854371892107,1.1008728405424357
96,-2.0,1.0612066439941688,-1.0049867272728599,0.6856399103455542,-1.5923405761689216,0.5528347524129501
97,-2.0,2.4542612938511903,0.27076476435499525,-5.175872917071512,-1.7431163697575447,1.755792261821123
98,-2.0,0.0006475981072570596,-1.6076398098702211,-2.418830320363944,-1.375912998291839,-0.57598400223676
99,-2.0,1.222557345717072,-0.32769973918711637,-0.687985955583541,-1.7311004726304637,1.671114667738271
